applicant_id,age,gender,race,education,hired
849,46,Male,Hispanic,Master,1
850,21,Female,Asian,Master,1
851,27,Female,White,PhD,1
852,34,Male,Hispanic,Master,1
853,27,Female,Hispanic,Master,1
854,34,Female,White,Master,1
855,37,Female,White,Bachelor,0
856,41,Male,Asian,High School,1
857,22,Female,White,High School,0
858,51,Female,White,High School,0
859,23,Male,White,Bachelor,1
860,19,Female,White,Bachelor,0
861,30,Female,Hispanic,Master,1
862,60,Male,Black,PhD,1
863,60,Male,White,Bachelor,1
864,65,Female,White,Bachelor,0
865,28,Female,White,PhD,1
866,64,Female,Black,High School,0
867,40,Female,White,Master,1
868,33,Non-binary,Hispanic,High School,0
869,48,Male,White,Bachelor,1
870,28,Male,White,High School,0
871,33,Female,Black,Master,1
872,25,Male,White,Bachelor,1
873,21,Male,Hispanic,High School,0
874,57,Male,Hispanic,High School,0
875,21,Male,Hispanic,Bachelor,0
876,42,Male,White,PhD,1
877,20,Non-binary,White,Master,1
878,49,Male,White,Bachelor,1
879,20,Female,White,Bachelor,1
880,44,Female,Hispanic,Bachelor,0
881,46,Female,Hispanic,Master,1
882,49,Male,Hispanic,Master,0
883,36,Female,Asian,Bachelor,0
884,38,Female,Hispanic,Bachelor,0
885,22,Female,White,Bachelor,0
886,35,Female,White,PhD,1
887,45,Female,Black,Master,1
888,59,Male,White,Master,1
889,39,Female,White,Bachelor,0
890,38,Female,White,High School,1
891,23,Female,Hispanic,Master,1
892,18,Non-binary,White,Bachelor,1
893,22,Male,Hispanic,High School,1
894,58,Non-binary,Hispanic,Bachelor,1
895,29,Male,White,Master,0
896,43,Male,White,High School,1
897,63,Male,White,Bachelor,0
898,51,Male,Hispanic,Bachelor,0
899,66,Female,Hispanic,High School,1
900,31,Male,Asian,High School,1
901,43,Male,Black,Master,0
902,62,Female,White,Master,0
903,44,Female,White,High School,1
904,26,Female,Hispanic,Master,0
905,43,Female,White,Master,1
906,64,Female,White,Bachelor,1
907,39,Male,White,Master,1
908,64,Male,White,PhD,1
909,47,Female,White,Bachelor,1
910,60,Male,White,High School,1
911,65,Female,White,PhD,1
912,34,Male,White,Bachelor,1
913,43,Male,Hispanic,High School,0
914,53,Female,Hispanic,Bachelor,0
915,18,Female,White,Bachelor,0
916,25,Female,Hispanic,Master,1
917,66,Female,White,Bachelor,1
918,52,Male,White,High School,1
919,32,Male,Hispanic,Bachelor,1
920,64,Female,Hispanic,Bachelor,1
921,39,Female,Hispanic,High School,0
922,31,Male,White,Bachelor,0
923,43,Female,White,Master,1
924,45,Male,Asian,High School,0
925,40,Female,White,Bachelor,1
926,31,Male,White,Bachelor,1
927,41,Female,Hispanic,High School,0
928,19,Female,Hispanic,Bachelor,0
929,62,Male,Hispanic,Bachelor,1
930,43,Female,White,Master,0
931,31,Male,Hispanic,High School,0
932,24,Male,White,Bachelor,0
933,20,Male,White,High School,0
934,64,Male,Black,PhD,0
935,40,Male,White,Bachelor,1
936,63,Female,White,Bachelor,1
937,60,Female,Black,High School,1
938,64,Female,White,Bachelor,1
939,62,Male,White,High School,1
940,35,Male,White,Master,1
941,55,Male,White,Bachelor,1
942,52,Male,White,Bachelor,1
943,32,Female,Hispanic,Bachelor,0
944,42,Male,Hispanic,Bachelor,1
945,54,Female,White,Bachelor,1
946,45,Female,Hispanic,Bachelor,0
947,27,Male,White,Bachelor,0
948,56,Female,White,Bachelor,1
949,34,Female,Hispanic,Bachelor,1
950,56,Female,White,High School,1
951,39,Female,Other,Master,1
952,43,Male,White,Bachelor,1
953,61,Male,Hispanic,Bachelor,0
954,42,Male,White,PhD,1
955,34,Male,White,High School,1
956,30,Female,White,Master,1
957,37,Male,Hispanic,PhD,0
958,42,Female,White,Master,0
959,21,Female,Asian,Master,1
960,27,Male,White,Bachelor,1
961,20,Male,White,High School,1
962,58,Female,White,Bachelor,1
963,62,Female,Black,High School,0
964,35,Female,Hispanic,High School,0
965,64,Male,White,Master,1
966,53,Male,Black,High School,1
967,64,Male,White,Master,1
968,39,Male,Black,Master,1
969,51,Female,Hispanic,Master,1
970,64,Female,White,Master,1
971,25,Female,White,Master,1
972,57,Female,Other,Master,0
973,66,Female,Hispanic,Bachelor,0
974,61,Male,White,High School,1
975,36,Male,White,Master,1
976,59,Female,White,Master,1
977,58,Male,White,Bachelor,1
978,54,Female,Hispanic,High School,1
979,23,Female,Black,Bachelor,0
980,43,Male,White,High School,0
981,51,Female,White,Master,0
982,62,Female,White,PhD,0
983,23,Female,White,High School,1
984,54,Female,White,Bachelor,0
985,50,Female,White,High School,0
986,39,Male,White,Bachelor,1
987,38,Male,White,Bachelor,1
988,23,Female,White,Bachelor,0
989,23,Female,White,Bachelor,1
990,65,Male,White,High School,0
991,21,Male,White,Bachelor,1
992,47,Female,White,High School,1
993,28,Female,White,Bachelor,1
994,47,Female,White,High School,1
995,48,Female,Hispanic,Bachelor,1
996,41,Male,Asian,Master,1
997,26,Male,Hispanic,Master,1
998,20,Female,White,Master,1
999,48,Male,Hispanic,Master,1
1000,57,Male,Black,High School,0
1001,54,Male,White,High School,1
1002,53,Female,White,Bachelor,1
1003,41,Female,Hispanic,Master,1
1004,48,Male,White,PhD,1
1005,23,Female,White,High School,0
1006,19,Female,Hispanic,Bachelor,0
1007,37,Non-binary,Hispanic,High School,1
1008,45,Male,White,Master,1
1009,28,Female,White,Bachelor,0
1010,21,Male,White,High School,0
1011,32,Female,Hispanic,Bachelor,0
1012,23,Female,White,Bachelor,0
1013,66,Male,White,Master,1
1014,47,Female,Hispanic,High School,1
1015,55,Female,White,Master,1
1016,19,Male,Black,Bachelor,1
1017,32,Female,White,Master,1
1018,28,Male,White,Master,1
1019,25,Female,Black,High School,1
1020,43,Male,White,High School,1
1021,62,Female,White,Bachelor,1
1022,61,Male,White,High School,1
1023,22,Female,Black,Master,1
1024,23,Female,Asian,Bachelor,0
1025,43,Female,Other,Master,0
1026,21,Female,White,High School,1
1027,36,Female,White,High School,1
1028,37,Male,White,Bachelor,1
1029,50,Male,Hispanic,High School,0
1030,37,Female,White,Bachelor,1
1031,66,Male,Other,Master,1
1032,29,Female,White,Bachelor,0
1033,64,Non-binary,Other,Master,1
1034,18,Male,Hispanic,High School,1
1035,43,Female,Hispanic,Bachelor,1
1036,31,Male,White,PhD,1
1037,55,Female,White,PhD,1
1038,54,Male,White,Bachelor,0
1039,28,Male,White,Master,1
1040,53,Female,White,Bachelor,0
1041,30,Female,White,High School,1
1042,60,Female,White,High School,1
1043,20,Female,Black,Master,1
1044,50,Male,Black,High School,1
1045,23,Female,White,Bachelor,1
1046,27,Male,Other,Bachelor,1
1047,22,Female,White,Bachelor,0
1048,40,Female,White,Bachelor,1
1049,27,Female,White,High School,1
1050,61,Female,Hispanic,High School,1
1051,19,Male,White,Bachelor,1
1052,30,Female,White,Bachelor,1
1053,57,Male,Black,Bachelor,1
1054,19,Female,White,Bachelor,1
1055,37,Male,Black,High School,0
1056,18,Female,Asian,Master,0
1057,54,Female,Other,Bachelor,1
1058,26,Male,White,High School,1
1059,34,Male,White,Bachelor,0
1060,26,Female,White,Master,0
1061,28,Male,White,Master,1
1062,32,Male,White,High School,1
1063,41,Male,White,Bachelor,1
1064,55,Male,Other,High School,0
1065,52,Female,Asian,High School,1
1066,47,Female,White,Bachelor,0
1067,48,Male,White,Bachelor,1
1068,66,Male,White,Master,0
1069,22,Male,White,Bachelor,1
1070,61,Male,Black,High School,0
1071,31,Male,Black,Bachelor,0
1072,28,Male,Hispanic,High School,1
1073,26,Male,Hispanic,High School,1
1074,51,Female,White,Bachelor,0
1075,29,Male,Black,Bachelor,0
1076,52,Female,White,High School,0
1077,52,Female,Black,Bachelor,0
1078,18,Female,White,High School,0
1079,57,Female,White,High School,0
1080,39,Female,White,Bachelor,1
1081,46,Female,White,High School,1
1082,25,Female,Asian,Bachelor,0
1083,28,Female,White,High School,1
1084,58,Female,White,Bachelor,1
1085,54,Female,White,High School,1
1086,31,Male,Black,High School,0
1087,47,Male,White,Bachelor,0
1088,52,Male,Other,Master,1
1089,38,Female,Hispanic,High School,0
1090,54,Female,White,Bachelor,0
1091,22,Female,Black,Bachelor,0
1092,36,Female,White,Bachelor,1
1093,31,Female,White,Master,1
1094,43,Male,Hispanic,High School,1
1095,21,Female,White,PhD,1
1096,42,Female,White,Bachelor,1
1097,62,Non-binary,Black,Bachelor,1
1098,59,Male,White,Master,0
1099,42,Female,Asian,Bachelor,1
1100,35,Female,White,Bachelor,1
1101,57,Female,Hispanic,Bachelor,1
1102,25,Female,White,Bachelor,1
1103,56,Female,Hispanic,High School,1
1104,57,Male,White,Bachelor,1
1105,31,Female,White,High School,1
1106,49,Female,Hispanic,Master,1
1107,55,Female,White,PhD,1
1108,50,Female,White,Bachelor,1
1109,40,Male,White,Bachelor,1
1110,32,Male,Hispanic,High School,0
1111,50,Non-binary,White,High School,1
1112,42,Female,Asian,Master,0
1113,34,Female,White,High School,0
1114,50,Male,White,Bachelor,1
1115,64,Female,Hispanic,Master,0
1116,19,Female,Black,Master,0
1117,31,Female,Hispanic,Bachelor,0
1118,57,Male,Other,Bachelor,0
1119,57,Female,White,Bachelor,1
1120,56,Female,White,PhD,0
1121,23,Male,White,Bachelor,1
1122,23,Female,Hispanic,Bachelor,1
1123,20,Female,Hispanic,High School,1
1124,24,Female,White,High School,1
1125,25,Female,White,Bachelor,1
1126,59,Male,White,Master,1
1127,32,Male,Hispanic,Master,0
1128,64,Male,White,PhD,1
1129,46,Male,White,Bachelor,0
1130,50,Female,White,Master,0
1131,47,Male,Hispanic,Master,1
1132,56,Female,Black,Bachelor,1
1133,44,Non-binary,Black,Bachelor,0
1134,53,Female,White,Bachelor,1
1135,46,Female,White,Master,1
1136,55,Female,Hispanic,High School,0
1137,50,Female,Other,Master,1
1138,54,Male,White,High School,1
1139,44,Male,White,Master,1
1140,50,Female,White,Bachelor,1
1141,21,Female,White,Master,1
1142,39,Female,Hispanic,Bachelor,0
1143,19,Female,White,Master,1
1144,27,Female,White,Bachelor,0
1145,22,Male,White,High School,1
1146,27,Non-binary,White,Bachelor,0
1147,50,Female,White,High School,0
1148,55,Male,White,High School,0
1149,30,Female,White,Bachelor,0
1150,48,Male,Hispanic,Master,1
1151,64,Female,White,Bachelor,0
1152,53,Female,White,Bachelor,0
1153,62,Male,Other,Bachelor,1
1154,41,Female,Black,High School,0
1155,32,Female,Hispanic,PhD,0
1156,46,Male,White,Bachelor,1
1157,25,Male,White,Master,1
1158,22,Female,White,High School,0
1159,46,Male,White,High School,0
1160,64,Male,White,Master,1
1161,21,Male,Asian,Bachelor,1
1162,29,Male,White,High School,1
1163,62,Female,White,High School,0
1164,19,Female,White,Master,1
1165,44,Male,White,Bachelor,1
1166,48,Female,Black,Bachelor,1
1167,53,Male,White,High School,1
1168,53,Female,Hispanic,Bachelor,0
1169,43,Non-binary,Other,PhD,1
1170,60,Male,White,High School,1
1171,44,Female,White,Bachelor,1
1172,22,Female,Asian,Master,0
1173,37,Male,Hispanic,High School,1
1174,28,Male,White,Bachelor,1
1175,27,Male,Asian,Bachelor,0
1176,57,Female,White,Bachelor,1
1177,55,Non-binary,Asian,Bachelor,1
1178,23,Female,White,Bachelor,0
1179,25,Female,White,Bachelor,1
1180,40,Female,Asian,Bachelor,0
1181,64,Female,White,Bachelor,1
1182,43,Female,White,High School,0
1183,63,Male,White,Bachelor,1
1184,60,Female,Other,PhD,0
1185,29,Female,Hispanic,Bachelor,1
1186,43,Male,Hispanic,Bachelor,1
1187,30,Female,Black,Bachelor,0
1188,57,Male,Hispanic,Master,0
1189,35,Female,White,Master,1
1190,42,Female,White,High School,0
1191,50,Male,Hispanic,Bachelor,1
1192,64,Male,White,Bachelor,1
1193,57,Male,White,Bachelor,1
1194,60,Female,White,High School,1
1195,29,Male,White,Master,1
1196,61,Female,Hispanic,High School,1
1197,53,Male,White,Bachelor,1
1198,65,Non-binary,Hispanic,Bachelor,1
1199,21,Female,White,High School,0
1200,22,Female,White,Master,0
1201,54,Female,White,Master,1
1202,25,Female,Hispanic,Bachelor,1
1203,59,Female,Black,Bachelor,1
1204,66,Male,Asian,High School,0
1205,45,Male,Black,Bachelor,0
1206,48,Male,White,High School,1
1207,26,Male,Black,Bachelor,0
1208,46,Male,Asian,Master,0
1209,31,Female,Hispanic,High School,0
1210,57,Non-binary,White,Master,1
1211,58,Male,White,High School,1
1212,39,Female,Black,Master,1
1213,28,Male,Hispanic,High School,0
1214,40,Female,White,Bachelor,1
1215,18,Female,Hispanic,High School,1
1216,63,Female,Other,Master,0
1217,54,Non-binary,White,Bachelor,1
1218,38,Male,Hispanic,High School,1
1219,43,Female,White,Bachelor,1
1220,63,Female,White,Bachelor,1
1221,53,Male,White,Bachelor,0
1222,40,Female,White,Master,1
1223,18,Male,Hispanic,Bachelor,0
1224,57,Female,White,High School,1
1225,32,Male,White,High School,1
1226,38,Male,White,Bachelor,0
1227,64,Female,White,Bachelor,1
1228,26,Female,White,Bachelor,1
1229,26,Male,Black,High School,1
1230,27,Male,White,Bachelor,1
1231,43,Female,Hispanic,PhD,1
1232,58,Male,Hispanic,High School,0
1233,52,Male,White,Bachelor,1
1234,42,Female,Asian,Master,0
1235,43,Female,White,Master,1
1236,28,Male,White,Bachelor,1
1237,55,Female,White,Bachelor,1
1238,19,Female,White,Master,1
1239,24,Female,White,High School,1
1240,35,Female,Hispanic,Bachelor,1
1241,44,Male,White,High School,1
1242,51,Male,Hispanic,Bachelor,0
1243,44,Male,White,Bachelor,1
1244,34,Female,Hispanic,Master,0
1245,60,Male,White,High School,1
1246,61,Female,White,Bachelor,1
1247,41,Male,White,Bachelor,1
1248,42,Male,White,Bachelor,1
1249,24,Female,White,Bachelor,0
1250,23,Male,Hispanic,Bachelor,1
1251,41,Male,White,PhD,1
1252,50,Female,Hispanic,Bachelor,0
1253,66,Male,Black,Bachelor,1
1254,46,Female,Hispanic,Master,1
1255,60,Female,White,High School,0
1256,39,Male,White,High School,1
1257,43,Female,Asian,Bachelor,0
1258,45,Female,Black,Bachelor,0
1259,38,Male,White,Master,1
1260,66,Male,White,PhD,1
1261,24,Male,White,Bachelor,1
1262,34,Female,Black,Bachelor,0
1263,37,Male,Hispanic,Bachelor,1
1264,58,Female,White,Bachelor,0
1265,66,Female,Black,Master,0
1266,37,Female,White,Master,1
1267,39,Male,White,Bachelor,1
1268,45,Male,Black,High School,1
1269,57,Female,Hispanic,High School,0
1270,66,Male,White,High School,1
1271,24,Male,Hispanic,Master,1
1272,18,Male,White,High School,1
1273,49,Male,White,Master,1
1274,30,Female,White,Bachelor,1
1275,47,Male,White,Bachelor,0
1276,40,Male,White,Bachelor,1
1277,36,Male,White,Bachelor,1
1278,49,Female,Hispanic,Bachelor,1
1279,47,Female,White,Master,1
1280,46,Male,Hispanic,Bachelor,1
1281,66,Female,White,Bachelor,1
1282,62,Female,Asian,Bachelor,0
1283,46,Female,Hispanic,High School,0
1284,47,Female,White,Bachelor,1
1285,33,Male,Hispanic,PhD,1
1286,57,Male,White,High School,0
1287,36,Male,Hispanic,High School,1
1288,35,Male,White,High School,1
1289,18,Non-binary,Black,Bachelor,1
1290,31,Male,Hispanic,High School,0
1291,64,Male,White,Bachelor,0
1292,19,Female,White,High School,1
1293,45,Female,Hispanic,High School,1
1294,66,Male,White,Bachelor,0
1295,47,Male,White,Bachelor,0
1296,55,Male,White,PhD,1
1297,21,Female,White,High School,0
1298,18,Male,Other,Bachelor,0
1299,25,Male,White,High School,1
1300,46,Female,White,Bachelor,1
1301,56,Male,Black,PhD,1
1302,20,Female,Hispanic,Master,1
1303,49,Female,White,High School,0
1304,27,Male,White,Bachelor,0
1305,27,Female,Asian,Bachelor,0
1306,36,Female,Black,High School,1
1307,63,Male,White,High School,1
1308,51,Female,White,Master,1
1309,50,Female,White,PhD,1
1310,40,Female,White,PhD,1
1311,45,Male,White,Master,0
1312,49,Non-binary,Hispanic,Bachelor,1
1313,24,Male,White,Bachelor,1
1314,46,Male,Hispanic,High School,0
1315,25,Male,White,High School,1
1316,18,Male,Hispanic,Bachelor,0
1317,20,Female,Hispanic,Master,1
1318,41,Male,White,Master,1
1319,40,Male,White,Master,1
1320,25,Female,White,Master,1
1321,64,Male,Hispanic,PhD,1
1322,54,Male,Hispanic,High School,1
1323,20,Male,White,Master,1
1324,50,Male,White,Bachelor,1
1325,45,Male,White,High School,1
1326,64,Female,Hispanic,PhD,1
1327,25,Male,White,Master,1
1328,51,Male,White,High School,1
1329,52,Female,White,High School,0
1330,49,Female,White,Bachelor,1
1331,41,Male,Hispanic,Bachelor,1
1332,31,Female,White,Master,1
1333,49,Male,Black,High School,1
1334,63,Female,White,High School,1
1335,60,Female,White,High School,0
1336,33,Male,Black,High School,0
1337,21,Female,Other,High School,1
1338,54,Male,Hispanic,Master,1
1339,38,Female,White,Bachelor,0
1340,31,Male,White,Bachelor,1
1341,48,Female,Hispanic,High School,0
1342,65,Female,White,High School,0
1343,35,Female,White,Master,1
1344,24,Male,Hispanic,Bachelor,0
1345,27,Female,Hispanic,Master,1
1346,24,Female,Other,Bachelor,1
1347,50,Female,Asian,High School,1
1348,40,Female,Hispanic,Bachelor,0
1349,38,Female,White,Bachelor,1
1350,36,Male,White,Master,1
1351,65,Male,White,High School,0
1352,36,Female,White,Bachelor,1
1353,53,Male,White,High School,1
1354,46,Non-binary,White,Bachelor,1
1355,35,Female,White,Master,1
1356,19,Female,White,Bachelor,1
1357,18,Male,White,Bachelor,1
1358,64,Female,White,PhD,1
1359,22,Female,White,Bachelor,1
1360,37,Female,Hispanic,High School,0
1361,28,Female,White,High School,1
1362,59,Male,White,Bachelor,1
1363,19,Female,Hispanic,Bachelor,0
1364,20,Female,White,High School,1
1365,40,Male,White,Bachelor,1
1366,29,Male,White,PhD,1
1367,37,Female,White,High School,1
1368,22,Female,Asian,Bachelor,0
1369,54,Non-binary,White,High School,1
1370,55,Female,Black,Master,0
1371,47,Male,White,High School,1
1372,26,Male,White,Bachelor,1
1373,51,Male,White,High School,1
1374,61,Male,White,Bachelor,0
1375,52,Male,White,Master,1
1376,39,Male,White,Bachelor,1
1377,61,Male,White,Bachelor,0
1378,41,Female,Black,Bachelor,1
1379,34,Male,White,High School,1
1380,27,Female,Asian,Master,1
1381,47,Female,Black,High School,0
1382,63,Male,White,Bachelor,1
1383,40,Male,White,High School,0
1384,49,Male,White,High School,1
1385,34,Male,Hispanic,Bachelor,0
1386,34,Female,White,Bachelor,1
1387,31,Male,Hispanic,Bachelor,1
1388,26,Male,White,Master,1
1389,57,Male,Hispanic,High School,0
1390,19,Non-binary,White,High School,1
1391,62,Female,Hispanic,Master,0
1392,42,Female,White,Master,0
1393,56,Male,White,High School,1
1394,26,Female,White,Bachelor,1
1395,39,Female,White,Bachelor,0
1396,60,Female,Other,Master,1
1397,63,Non-binary,White,Master,1
1398,21,Male,White,Master,1
1399,43,Female,Black,Master,1
1400,46,Female,White,High School,1
1401,62,Male,White,Master,0
1402,51,Male,Black,Bachelor,0
1403,40,Non-binary,White,High School,0
1404,54,Male,Asian,Bachelor,0
1405,28,Female,White,PhD,1
1406,23,Non-binary,White,Master,1
1407,35,Female,Hispanic,High School,1
1408,38,Male,Black,Master,1
1409,59,Female,White,Master,1
1410,53,Male,Black,High School,0
1411,58,Female,White,Bachelor,1
1412,55,Male,White,Bachelor,1
1413,51,Female,Asian,Bachelor,1
1414,34,Female,White,High School,1
1415,54,Female,White,Bachelor,1
1416,42,Female,Hispanic,Master,1
1417,55,Female,Other,Bachelor,0
1418,29,Female,White,Master,1
1419,40,Male,White,Bachelor,1
1420,59,Female,White,High School,0
1421,39,Male,Asian,Bachelor,1
1422,38,Female,Hispanic,Bachelor,0
1423,44,Male,White,Master,1
1424,48,Male,White,High School,1
1425,23,Female,White,Bachelor,1
1426,44,Male,Hispanic,Bachelor,0
1427,57,Male,Black,Master,1
1428,51,Female,Black,High School,0
1429,29,Female,Other,High School,0
1430,62,Female,White,High School,1
1431,24,Male,White,Master,1
1432,27,Female,White,High School,1
1433,62,Male,White,High School,1
1434,34,Female,White,High School,1
1435,43,Female,White,Bachelor,1
1436,38,Female,Black,High School,1
1437,45,Male,Hispanic,Bachelor,1
1438,63,Male,White,High School,1
1439,19,Male,White,Bachelor,1
1440,60,Male,White,Bachelor,1
1441,18,Male,Hispanic,Bachelor,0
1442,53,Female,Hispanic,Master,1
1443,43,Male,Black,PhD,1
1444,46,Female,White,Bachelor,1
1445,38,Male,White,Master,0
1446,28,Female,White,Bachelor,1
1447,57,Female,Black,Master,0
1448,28,Male,Hispanic,Bachelor,1
1449,53,Male,Hispanic,Bachelor,1
1450,66,Female,White,Bachelor,1
1451,56,Male,Hispanic,Master,1
1452,57,Female,Asian,High School,0
1453,52,Female,White,High School,1
1454,51,Female,White,Bachelor,1
1455,64,Male,Asian,High School,0
1456,41,Female,White,Bachelor,1
1457,39,Female,Asian,High School,0
1458,22,Female,Other,Bachelor,1
1459,50,Male,Black,Master,1
1460,53,Female,Hispanic,Bachelor,1
1461,64,Female,Hispanic,Master,0
1462,37,Female,Black,High School,1
1463,36,Male,White,High School,1
1464,52,Female,White,Master,1
1465,60,Male,White,Master,0
1466,34,Female,Black,Bachelor,1
1467,62,Female,White,PhD,1
1468,60,Female,White,Master,0
1469,51,Female,White,PhD,1
1470,26,Male,Hispanic,Bachelor,0
1471,43,Non-binary,Other,High School,1
1472,19,Male,Other,Bachelor,1
1473,26,Female,White,Bachelor,0
1474,26,Female,Hispanic,High School,0
1475,57,Female,Hispanic,Master,1
1476,34,Male,White,High School,0
1477,18,Female,White,Bachelor,1
1478,42,Female,White,Bachelor,0
1479,60,Male,Asian,Master,1
1480,57,Female,White,High School,1
1481,59,Male,White,Master,0
1482,42,Male,Black,Bachelor,0
1483,56,Male,White,Master,1
1484,52,Male,White,PhD,1
1485,20,Female,Black,Bachelor,1
1486,54,Male,White,PhD,1
1487,61,Male,Hispanic,High School,1
1488,61,Male,White,Bachelor,1
1489,47,Female,Black,High School,1
1490,55,Female,Black,High School,0
1491,51,Male,White,Master,1
1492,29,Male,Black,High School,1
1493,36,Female,Black,Bachelor,0
1494,54,Male,Hispanic,Bachelor,0
1495,61,Female,Hispanic,Bachelor,1
1496,66,Male,Hispanic,Bachelor,1
1497,34,Female,White,Master,1
1498,27,Male,White,High School,0
1499,66,Female,Asian,High School,0
1500,64,Male,White,Bachelor,0
1501,29,Non-binary,White,Bachelor,1
1502,33,Male,White,Bachelor,0
1503,41,Female,White,Master,1
1504,36,Male,White,Bachelor,1
1505,25,Male,Other,Bachelor,1
1506,48,Female,White,High School,1
1507,38,Male,White,Bachelor,1
1508,34,Female,Other,Bachelor,1
1509,40,Female,Other,High School,0
1510,54,Female,White,High School,1
1511,33,Male,White,Master,1
1512,23,Female,Hispanic,Bachelor,0
1513,25,Male,Hispanic,High School,1
1514,42,Female,Black,Bachelor,1
1515,35,Female,Asian,High School,1
1516,42,Female,Black,Master,0
1517,29,Female,White,High School,1
1518,32,Female,Black,Bachelor,0
1519,43,Male,White,Bachelor,1
1520,58,Female,Hispanic,Master,1
1521,62,Male,Black,High School,1
1522,43,Female,White,Bachelor,0
1523,64,Female,White,Bachelor,0
1524,49,Female,White,Bachelor,0
1525,27,Male,White,Bachelor,1
1526,33,Female,Black,Bachelor,0
1527,24,Male,White,Master,1
1528,34,Male,Hispanic,High School,1
1529,40,Male,White,High School,1
1530,43,Male,Black,Master,1
1531,38,Male,Hispanic,High School,1
1532,39,Female,Black,PhD,1
1533,24,Male,White,Bachelor,1
1534,31,Male,Other,Bachelor,1
1535,32,Female,White,High School,0
1536,24,Male,White,High School,1
1537,26,Female,White,Bachelor,1
1538,65,Female,White,Master,1
1539,25,Female,Other,PhD,1
1540,40,Female,White,High School,0
1541,46,Female,Hispanic,High School,0
1542,35,Female,Hispanic,High School,0
1543,48,Male,White,Master,1
1544,47,Female,Black,High School,1
1545,56,Male,White,High School,1
1546,52,Female,White,High School,1
1547,35,Male,White,Bachelor,0
1548,59,Female,Asian,PhD,1
1549,56,Male,Other,Bachelor,1
1550,34,Female,White,High School,1
1551,31,Male,White,Bachelor,0
1552,48,Female,Hispanic,Bachelor,1
1553,41,Female,White,High School,0
1554,52,Male,Asian,High School,1
1555,61,Female,White,Bachelor,1
1556,62,Female,White,High School,1
1557,51,Female,Hispanic,High School,0
1558,20,Male,White,Bachelor,0
1559,54,Male,Asian,Master,1
1560,60,Male,Asian,Bachelor,1
1561,57,Male,White,Bachelor,0
1562,43,Female,White,Bachelor,1
1563,40,Male,Other,Bachelor,1
1564,61,Female,Asian,High School,1
1565,56,Male,White,Master,1
1566,32,Female,Hispanic,High School,1
1567,66,Female,White,Bachelor,1
1568,21,Female,White,Master,1
1569,46,Male,Hispanic,Bachelor,0
1570,39,Male,White,PhD,1
1571,42,Male,Asian,Bachelor,0
1572,30,Male,White,Master,1
1573,35,Male,Black,Master,1
1574,50,Male,White,PhD,1
1575,33,Male,White,Master,1
1576,62,Female,Black,Master,1
1577,59,Male,White,Bachelor,0
1578,61,Female,White,Bachelor,1
1579,19,Male,White,High School,1
1580,52,Female,White,Bachelor,0
1581,59,Female,Hispanic,PhD,1
1582,51,Female,White,Bachelor,1
1583,47,Female,White,Master,0
1584,30,Male,White,Master,1
1585,30,Female,White,High School,1
1586,35,Male,White,High School,0
1587,49,Male,White,Bachelor,1
1588,49,Female,White,High School,0
1589,52,Female,Hispanic,Bachelor,1
1590,56,Male,Hispanic,PhD,0
1591,63,Female,White,Master,1
1592,46,Female,White,Bachelor,0
1593,66,Male,White,High School,1
1594,46,Male,White,High School,1
1595,61,Male,White,Bachelor,1
1596,33,Male,White,Bachelor,1
1597,61,Male,White,High School,0
1598,64,Male,White,Bachelor,0
1599,27,Male,White,High School,1
1600,47,Female,White,Master,1
1601,42,Female,White,High School,1
1602,56,Non-binary,White,High School,1
1603,37,Male,White,High School,1
1604,22,Female,White,Bachelor,1
1605,18,Female,White,Bachelor,1
1606,47,Female,White,Bachelor,0
1607,66,Male,White,Bachelor,1
1608,20,Female,White,Bachelor,1
1609,62,Male,White,Bachelor,1
1610,31,Male,White,Bachelor,0
1611,47,Female,Black,High School,1
1612,21,Female,White,Bachelor,1
1613,35,Male,White,Master,1
1614,54,Female,Hispanic,Master,0
1615,42,Female,White,Bachelor,1
1616,65,Female,White,High School,0
1617,18,Female,Hispanic,High School,1
1618,63,Male,Hispanic,PhD,0
1619,32,Non-binary,White,High School,1
1620,26,Female,White,High School,1
1621,32,Male,White,High School,1
1622,66,Female,White,Bachelor,1
1623,41,Female,White,High School,1
1624,21,Female,White,Bachelor,0
1625,29,Female,White,Bachelor,0
1626,54,Female,Asian,Master,0
1627,54,Female,Other,High School,1
1628,60,Female,White,High School,1
1629,23,Female,Black,Bachelor,0
1630,56,Male,White,Bachelor,1
1631,63,Female,Hispanic,Bachelor,0
1632,41,Male,White,Master,1
1633,28,Female,White,High School,0
1634,30,Female,White,Master,1
1635,51,Female,White,Bachelor,0
1636,42,Female,White,High School,1
1637,24,Female,Hispanic,Master,0
1638,21,Male,Black,Bachelor,1
1639,25,Female,White,High School,0
1640,37,Male,White,High School,0
1641,46,Male,White,High School,1
1642,62,Male,Asian,Bachelor,1
1643,63,Female,Asian,High School,0
1644,27,Female,Other,High School,1
1645,60,Female,Hispanic,High School,0
1646,51,Male,White,Bachelor,1
1647,43,Female,White,Master,1
1648,58,Male,White,Master,1
1649,66,Male,Asian,High School,0
1650,20,Female,White,Master,1
1651,23,Male,White,Bachelor,0
1652,22,Male,Hispanic,Master,0
1653,22,Male,White,Bachelor,1
1654,64,Male,White,Bachelor,1
1655,40,Female,Black,Master,1
1656,66,Male,White,High School,1
1657,26,Female,White,Bachelor,0
